,시도명,시군구명,상호명,지점명,경도,위도,도로명주소,ID,스타벅스 매장수,브랜드명
136,서울특별시,노원구,스타벅스,노원역점,127.060001689909,37.654759905279604,서울특별시 노원구 동일로 1413,서울 노원,1,스타벅스
137,서울특별시,중구,스타벅스,서울시청점,126.979941681875,37.5662979098695,서울특별시 중구 을지로 19,서울 중구,1,스타벅스
138,서울특별시,종로구,스타벅스,상명아트홀점,127.002715512416,37.5833599952328,서울특별시 종로구 동숭길 133,서울 종로,1,스타벅스
139,서울특별시,강남구,스타벅스역삼럭키,역삼럭키점,127.039391664754,37.492225610599704,서울특별시 강남구 도곡로 183,서울 강남,1,스타벅스
140,서울특별시,구로구,스타벅스커피신도림디큐브시티B2,커피신도림디큐브시티B2점,126.888484621418,37.508058038284105,서울특별시 구로구 경인로 662,서울 구로,1,스타벅스
141,서울특별시,용산구,스타벅스이태원거리점,이태원거리점,126.99757784334,37.53501151039261,서울특별시 용산구 이태원로 213,서울 용산,1,스타벅스
142,서울특별시,강남구,스타벅스,지에스타워점,127.037277378321,37.5018857412981,서울특별시 강남구 논현로 508,서울 강남,1,스타벅스
143,서울특별시,구로구,스타벅스구로에이스트윈타워1점,구로에이스트윈타워1점,126.89448759134501,37.4844799519315,서울특별시 구로구 디지털로 285,서울 구로,1,스타벅스
144,부산광역시,연제구,스타벅스,연산중앙로점,129.08067749081698,35.185431465132,부산광역시 연제구 중앙대로 1091,부산 연제,1,스타벅스
145,부산광역시,연제구,스타벅스,부산연산역점,129.08334393401898,35.186967040359896,부산광역시 연제구 반송로 20,부산 연제,1,스타벅스
146,서울특별시,중구,스타벅스을지로입구,을지로입구점,126.98321208809901,37.567200132973,서울특별시 중구 남대문로10길 9,서울 중구,1,스타벅스
147,서울특별시,서초구,스타벅스교대역점,교대역점,127.01395530164,37.4942326373696,서울특별시 서초구 서초중앙로 138,서울 서초,1,스타벅스
148,서울특별시,중구,스타벅스,서소문점,126.975510103913,37.563403234147295,서울특별시 중구 서소문로 130,서울 중구,1,스타벅스
149,부산광역시,중구,스타벅스,부산중앙역점,129.035939326781,35.105165459591106,부산광역시 중구 중앙대로81번길 2,부산 중구,1,스타벅스
