,시도명,시군구명,상호명,지점명,경도,위도,도로명주소,ID,이디야 매장수,브랜드명
1138,경기도,성남시 중원구,이디야커피,성남시청점,127.126870479107,37.4176473180195,경기도 성남시 중원구 양현로405번길 7,성남 중원,1,이디야
1139,경기도,구리시,이디야커피,-,127.14046027296601,37.6051314642647,경기도 구리시 건원대로 44,구리,1,이디야
1140,경기도,가평군,이디야커피,청평점,127.421679288505,37.739163814597,경기도 가평군 청평면 청평중앙로 70,가평,1,이디야
1141,경기도,부천시,이디야커피,-,126.791368358008,37.480199236665705,경기도 부천시 호현로489번길 39,부천,1,이디야
1142,경기도,고양시 일산동구,이디야커피,백석역점,126.78786213750601,37.6423481921858,경기도 고양시 일산동구 일산로 46,고양 일산동,1,이디야
1143,강원도,양구군,이디야커피,강원양구점,127.989129950762,38.1070912779916,강원도 양구군 양구읍 중앙길 10,양구,1,이디야
1144,경기도,광명시,이디야커피,철산역점,126.867530453998,37.474808697187704,경기도 광명시 오리로856번길 6,광명,1,이디야
1145,경기도,의정부시,이디야커피,의정부시민로점,127.039417522828,37.7385156728469,경기도 의정부시 시민로 39,의정부,1,이디야
1146,경기도,광주시,이디야커피전문점,-,127.26120641738399,37.4096334060733,경기도 광주시 광주대로 30,광주,1,이디야
1147,경기도,시흥시,이디야커피,시화로데오점,126.737299922681,37.344368939629,경기도 시흥시 중심상가2길 20-13,시흥,1,이디야
1148,경기도,수원시 권선구,이디야커피,-,126.97569483158999,37.2686669165835,경기도 수원시 권선구 하탑로 38,수원 권선,1,이디야
1149,경기도,가평군,이디야커피,가평현리점,127.350222259702,37.8181814592464,경기도 가평군 조종면 조종희망로 14,가평,1,이디야
1150,강원도,춘천시,이디야커피,석사점,127.744020389716,37.8523939937387,강원도 춘천시 퇴계농공로 10,춘천,1,이디야
1151,경기도,용인시 기흥구,이디야커피,-,127.06877719917601,37.2716523852716,경기도 용인시 기흥구 흥덕1로 30,용인 기흥,1,이디야
1152,강원도,인제군,이디야커피,원통점,128.208209765625,38.121386272441505,강원도 인제군 북면 금강로 5,인제,1,이디야
1153,경기도,의정부시,이디야커피,의정부중앙점,127.04999923616501,37.741484696743896,경기도 의정부시 행복로 32-1,의정부,1,이디야
1154,충청북도,충주시,이디야커피,충주연수동점,127.93971881215,36.9853199284283,충청북도 충주시 갱고개로 162,충주,1,이디야
1155,경기도,부천시,이디야커피,부천시청역점,126.763867447496,37.5051346693779,경기도 부천시 길주로 191,부천,1,이디야
1156,경기도,포천시,이디야커피,포천이동점,127.366738363212,38.031576464913705,경기도 포천시 이동면 화동로 2058,포천,1,이디야
1157,경기도,고양시 덕양구,이디야커피,행신서정점,126.84670622102699,37.617988846228,경기도 고양시 덕양구 중앙로 438,고양 덕양,1,이디야
1158,경기도,고양시 일산동구,이디야커피전문점,-,126.78223916826599,37.64807479339071,경기도 고양시 일산동구 중앙로 1124,고양 일산동,1,이디야
1159,경기도,고양시 일산동구,이디야커피,마두중앙점,126.78313035406099,37.654571286826794,경기도 고양시 일산동구 강송로 181,고양 일산동,1,이디야
1160,경기도,부천시,이디야커피,-,126.77282139392,37.5039755990565,경기도 부천시 길주로 273,부천,1,이디야
1161,경기도,구리시,이디야커피,-,127.14268118462799,37.6020750487937,경기도 구리시 경춘로 249,구리,1,이디야
1162,경기도,시흥시,이디야커피,장곡점,126.78395360601499,37.37808868341821,경기도 시흥시 진말로9번길 15,시흥,1,이디야
1163,경기도,부천시,이디야커피,부천여월점,126.796009051989,37.520027394156706,경기도 부천시 삼작로306번길 7-1,부천,1,이디야
1164,경기도,부천시,이디야커피,부천성모병원점,126.790907621728,37.48563679712711,경기도 부천시 부흥로 472,부천,1,이디야
1165,경기도,고양시 덕양구,이디야커피,화정고양점,126.831004089063,37.6275563532978,경기도 고양시 덕양구 성신로 22,고양 덕양,1,이디야
1166,경기도,의정부시,이디야커피,-,127.08664464531701,37.743576395659204,경기도 의정부시 효자로 14,의정부,1,이디야
1167,경기도,안산시 단원구,이디야커피,안산신길점,126.786454845994,37.3314486209663,경기도 안산시 단원구 신길로 9-4,안산 단원,1,이디야
1168,강원도,화천군,이디야커피,강원화천점,127.70440827187299,38.1046657329467,강원도 화천군 화천읍 상승로 42-7,화천,1,이디야
1169,경기도,안산시 상록구,이디야커피,본오동점,126.86341360368999,37.2976299271926,경기도 안산시 상록구 샘골로 154,안산 상록,1,이디야
1170,경기도,성남시 분당구,이디야커피,카페야탑리더스점,127.125495545723,37.4134741933024,경기도 성남시 분당구 장미로 42,성남 분당,1,이디야
1171,경기도,구리시,이디야커피,-,127.13986474416599,37.6116056460337,경기도 구리시 동구릉로136번길 35,구리,1,이디야
1172,경기도,부천시,이디야커피,-,126.811109547598,37.4844632354059,경기도 부천시 경인로 505,부천,1,이디야
1173,경기도,고양시 일산동구,이디야커피숍,-,126.769926075312,37.6629128435588,경기도 고양시 일산동구 중앙로 1317,고양 일산동,1,이디야
1174,경기도,성남시 분당구,이디야커피,미금점,127.11006456911899,37.3503917069485,경기도 성남시 분당구 돌마로 73,성남 분당,1,이디야
1175,경기도,부천시,이디야커피점,-,126.762500483484,37.5029849068097,경기도 부천시 석천로 171,부천,1,이디야
